INVX1, 2.40, 5.00, 0.05, 0.50, 3.4928e-10, 2.0550e-08
INVX1, 2.40, 5.00, 0.05, 1.00, 6.0628e-10, 2.1103e-08
INVX1, 2.40, 5.00, 0.05, 1.50, 8.5228e-10, 2.1656e-08
INVX1, 2.40, 5.00, 0.10, 0.50, 4.1928e-10, 2.0551e-08
INVX1, 2.40, 5.00, 0.10, 1.00, 6.9628e-10, 2.1101e-08
INVX1, 2.40, 5.00, 0.10, 1.50, 9.5728e-10, 2.1654e-08
INVX1, 2.40, 5.00, 0.15, 0.50, 4.7928e-10, 2.0558e-08
INVX1, 2.40, 5.00, 0.15, 1.00, 7.7028e-10, 2.1099e-08
INVX1, 2.40, 5.00, 0.15, 1.50, 1.0433e-09, 2.1651e-08
INVX1, 2.40, 5.00, 0.20, 0.50, 5.3750e-10, 2.0570e-08
INVX1, 2.40, 5.00, 0.20, 1.00, 8.3628e-10, 2.1102e-08
INVX1, 2.40, 5.00, 0.20, 1.50, 1.1193e-09, 2.1649e-08
INVX1, 2.40, 10.00, 0.05, 0.50, 3.4928e-10, 2.0550e-08
INVX1, 2.40, 10.00, 0.05, 1.00, 6.0628e-10, 2.1103e-08
INVX1, 2.40, 10.00, 0.05, 1.50, 8.5228e-10, 2.1656e-08
INVX1, 2.40, 10.00, 0.10, 0.50, 4.1828e-10, 2.0551e-08
INVX1, 2.40, 10.00, 0.10, 1.00, 6.9628e-10, 2.1100e-08
INVX1, 2.40, 10.00, 0.10, 1.50, 9.5728e-10, 2.1654e-08
INVX1, 2.40, 10.00, 0.15, 0.50, 4.7928e-10, 2.0558e-08
INVX1, 2.40, 10.00, 0.15, 1.00, 7.6928e-10, 2.1100e-08
INVX1, 2.40, 10.00, 0.15, 1.50, 1.0433e-09, 2.1651e-08
INVX1, 2.40, 10.00, 0.20, 0.50, 5.3750e-10, 2.0569e-08
INVX1, 2.40, 10.00, 0.20, 1.00, 8.3528e-10, 2.1102e-08
INVX1, 2.40, 10.00, 0.20, 1.50, 1.1183e-09, 2.1649e-08
INVX1, 2.40, 15.00, 0.05, 0.50, 3.4928e-10, 2.0550e-08
INVX1, 2.40, 15.00, 0.05, 1.00, 6.0628e-10, 2.1103e-08
INVX1, 2.40, 15.00, 0.05, 1.50, 8.5228e-10, 2.1655e-08
INVX1, 2.40, 15.00, 0.10, 0.50, 4.1828e-10, 2.0551e-08
INVX1, 2.40, 15.00, 0.10, 1.00, 6.9528e-10, 2.1101e-08
INVX1, 2.40, 15.00, 0.10, 1.50, 9.5728e-10, 2.1653e-08
INVX1, 2.40, 15.00, 0.15, 0.50, 4.7928e-10, 2.0557e-08
INVX1, 2.40, 15.00, 0.15, 1.00, 7.6928e-10, 2.1099e-08
INVX1, 2.40, 15.00, 0.15, 1.50, 1.0423e-09, 2.1651e-08
INVX1, 2.40, 15.00, 0.20, 0.50, 5.3650e-10, 2.0570e-08
INVX1, 2.40, 15.00, 0.20, 1.00, 8.3528e-10, 2.1102e-08
INVX1, 2.40, 15.00, 0.20, 1.50, 1.1173e-09, 2.1650e-08
